職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點,工作待遇範圍,企業規模
10/25,【資訊人員】Java軟體開發工程師/資深工程師-依學經歷核敘,40000,裕隆集團_新鑫股份有限公司,500,2年以上,OOP、Git、AJAX、Java、JSP、MS SQL、HTML、JavaScript、jQuery、CSS,其他金融及輔助業,雙北,"(30000, 40000]",大型企業
10/18,資深Java工程師,40000,大極科技有限公司,65,3年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/23,【金融科技】JAVA 工程師-高雄(新人),40000,玉山銀行_玉山商業銀行股份有限公司,8000,不拘,Java,銀行業,高雄,"(30000, 40000]",大型企業
10/25,JAVA軟體開發工程師(南區-高雄軟體科技園區),35000,中偉科技股份有限公司,60,1年以上,AJAX、Java、Spring、MySQL、PostgreSQL、JavaScript、jQuery,通訊機械器材相關業,高雄,"(30000, 40000]",中型企業
10/11,【總公司】運務系統Java開發工程師,40000,新竹物流股份有限公司,5000,3年以上,Java、Oracle,儲配／運輸物流業,雙北,"(30000, 40000]",大型企業
10/23,JSP WEB 全端程式設計師 / Java 程式設計師 (新北巿新店),32000,巨創策略股份有限公司,25,1年以上,AJAX、Java、JSP、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/13,Java Web資深軟體工程師,55000,悅慶資訊有限公司,60,3年以上,不拘,電腦軟體服務業,雙北,"(50000, 60000]",中型企業
09/27,JAVA通路工程師(資訊部)-歡迎具原住民身份投遞,40000,旺旺友聯產物保險股份有限公司,1000,不拘,Java、JSP、Spring、Struts、MS SQL、Oracle、Tomcat、WebLogic、JavaScript、jQuery,產物保險業,雙北,"(30000, 40000]",大型企業
10/20,JAVA Spring Boots / JSP軟體工程師,40000,盛威資訊服務股份有限公司,100,1年以上,Linux、Github、Git、Java、Spring、MS SQL、MySQL、AWS、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,台中,"(30000, 40000]",中型企業
10/25,【資訊科技】Java工程師(客戶關係系統科),37000,富邦人壽保險股份有限公司(總公司),24000,不拘,不拘,人身保險業,雙北,"(30000, 40000]",大型企業
10/20,Java 全端軟體工程師,50000,華擎軟體科技有限公司,40,1年以上,AJAX、Java、JSP、Spring、JDBC、Angular,電腦系統整合服務業,雙北,"(40000, 50000]",小型企業
10/25,【TenMax】Java工程師,40000,騰學廣告科技股份有限公司,60,不拘,不拘,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/28,Java資深程式設計師,40000,新加坡商認和科技有限公司台灣分公司,6,5年以上,Linux、Java、Spring、MySQL、Oracle,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
07/21,Sr. Backend Developer 資深後端工程師(Java),40000,天脈科技股份有限公司,100,5年以上,Java、Spring、MySQL,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/18,Java程式設計師(桃園龜山),40000,前進國際股份有限公司,80,2年以上,Java、JavaScript、jQuery,電腦軟體服務業,桃園,"(30000, 40000]",中型企業
10/12,培訓JAVA軟體工程師(無經驗可),40000,万十科技股份有限公司,6,不拘,不拘,其它軟體及網路相關業,其他,"(30000, 40000]",小型企業
10/25,Java Software Programmer：Java軟體設計師【※歡迎緯育TibaMe學員投遞履歷】,38000,"HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",160,不拘,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/26,JR101203 保服系統科Java工程師,40000,中國人壽保險股份有限公司(總公司),13539,3年以上,Java,人身保險業,雙北,"(30000, 40000]",大型企業
10/25,JAVA軟體工程師 - 台北總部,60000,字神帝國英語學院_新視界國際文教顧問有限公司,20,2年以上,Java、JSP、Spring、Struts、MS SQL、MySQL、WebLogic、J2EE、JavaScript、XML、jQuery,補習班,雙北,"(50000, 60000]",小型企業
10/20,Java Web軟體工程師,40000,悅慶資訊有限公司,60,1年以上,Java、Spring、MS SQL、JavaScript,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/11,軟體開發工程師 Software Engineer – Java,40000,夢想家金融科技有限公司,15,5年以上,Java、MySQL,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/06,JAVA工程師,40000,泛太資訊科技開發股份有限公司,50,1年以上,ASP.NET、Java、JavaScript,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/25,全科集團_(全科綜電)Web Application軟體開發工程師,40000,全科科技股份有限公司,230,2年以上,Servlets、Git、Java、JSP、Spring、Visual Studio、PostgreSQL、HTML、JavaScript、CSS、Node.js、ReactNative、ReactJS、Redux、Firewall、GIS,其他電子零組件相關業,雙北,"(30000, 40000]",中型企業
10/28,Java Web工程師,28000,尚程資訊有限公司,20,1年以上,AJAX、Java、JSF、JSP、Spring、JDBC、MS SQL、Oracle、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,雙北,"(0, 30000]",小型企業
10/26,資深Java軟體工程師,40000,雲端達人科技股份有限公司,70,2年以上,Servlets、Github、Git、Java、JSP、Spring、MS SQL、JavaScript、jQuery、Angular,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/20,Java初階工程師(三重),35000,越世實業股份有限公司,60,不拘,不拘,其它軟體及網路相關業,雙北,"(30000, 40000]",中型企業
10/04,培訓JAVA開發工程師,28000,天晴資訊有限公司,15,1年以上,OOAD、AJAX、ASP.NET、Java、JMS、JSF、JSP、Spring、JDBC、MS SQL、MySQL、HTML、J2EE、JavaScript、jQuery、CSS、VueJS、Angular,其它軟體及網路相關業,雙北,"(0, 30000]",小型企業
10/24,【資訊科技】數位平台Java系統開發工程師,40000,遠東國際商業銀行股份有限公司,2511,5年以上,Servlets、Java、JSF、JSP、Spring、WebSphere、jQuery,銀行業,雙北,"(30000, 40000]",大型企業
10/18,Java 軟體開發工程師(ITU6),51458,大聯大控股股份有限公司,5000,1年以上,Linux、Servlets、Java、Spring、Oracle,其他半導體相關業,雙北,"(50000, 60000]",大型企業
10/20,Java Web軟體技術工程師(集團聯徵),40000,華致資訊開發股份有限公司,55,3年以上,Java、Spring、Oracle、PostgreSQL,電腦系統整合服務業,高雄,"(30000, 40000]",中型企業
10/12,後端工程師(Java),56000,康統醫學科技股份有限公司,10,2年以上,Git、Java、Spring、MySQL、Tomcat,電腦軟體服務業,雙北,"(50000, 60000]",小型企業
10/26,Java Software Design Engineer(八德/中和)-TC21710,40000,"Super Micro Computer, Inc._美超微電腦股份有限公司",4000,2年以上,不拘,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/12,資深Java程式設計師,40000,德耀網通有限公司,30,其他,Java,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/23,Java程式設計師(新竹),35000,全球集團_全球財務顧問有限公司,100,不拘,不拘,工商顧問服務業,雙北,"(30000, 40000]",中型企業
10/25,D4000 Java軟體開發工程師,40000,富邦媒體科技股份有限公司(富邦momo),2900,2年以上,Linux、OOAD、Git、Java、Spring、Oracle、PL/SQL、PostgreSQL、Tomcat、jQuery、ReactJS,百貨相關業,雙北,"(30000, 40000]",大型企業
10/27,JAVA軟體工程師(駐點)-ET-9607,40000,宜眾資訊股份有限公司,90,3年以上,Java、Spring、ANSI SQL、MS SQL、PL/SQL、Tomcat,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/16,Java 工程師,40000,宏碁資訊服務股份有限公司,300,1年以上,Java、JSP、Spring、JavaScript、jQuery,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/02,Java資深工程師,40000,晶日國際有限公司,30,不拘,Java,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/25,JAVA軟體工程師(內湖),38000,國眾電腦股份有限公司,376,2年以上,Servlets、Java、JSP、Spring、MS SQL、Tomcat、HTML、JavaScript、XML、CSS,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/25,Senior Java Software Programmer：資深Java軟體工程師,50000,"HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",160,2年以上,不拘,電腦系統整合服務業,雙北,"(40000, 50000]",中型企業
10/20,[資深] Java REST API程式設計師,50000,愛發科技有限公司,28,2年以上,Systems Analysis、Java、Spring,電腦系統整合服務業,雙北,"(40000, 50000]",小型企業
10/20,Java 軟體工程師,38000,華擎軟體科技有限公司,40,1年以上,AJAX、Java、JSP、JDBC,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/12,Java程式設計師,40000,德耀網通有限公司,30,2年以上,Java、Spring,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
09/28,JAVA程式設計師(高雄),30000,康大資訊股份有限公司,160,不拘,Java、JSP,電腦系統整合服務業,高雄,"(0, 30000]",中型企業
09/28,桃園高鐵 Java 軟體工程師,40000,德義資訊股份有限公司,250,3年以上,AJAX、Java、Spring、Struts、MS SQL、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/16,資深後端開發工程師  Java / PHP / .net  台北,65000,盈通管理顧問有限公司,20,3年以上,Linux、Github、Jenkins、Git、Java、PHP、Go、MySQL、HTTP、TCP/IP,電腦軟體服務業,雙北,"(60000, 70000]",小型企業
10/13,Java全端工程師,40000,翱騰國際科技股份有限公司,100,2年以上,Linux、Java、Spring、JavaScript,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/28,資深Java軟體工程師,40000,睿傳數據股份有限公司,40,3年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/20,Java 培訓工程師（配合政府就業旗艦計畫）,35000,華擎軟體科技有限公司,40,不拘,Java,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/25,Java Software Programmer：Java軟體工程師,40000,"HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",160,不拘,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/25,亞太IT服務TOP1  Java Developer (Springboot Framework),90000,艾福提資訊有限公司,25000,不拘,Linux、Java、MySQL、PostgreSQL、JavaScript、CSS,電腦軟體服務業,雙北,"(80000, 90000]",大型企業
10/23,Java 初級程式設計師 (新北巿新店),28000,巨創策略股份有限公司,25,不拘,不拘,電腦軟體服務業,雙北,"(0, 30000]",小型企業
10/20,760-Java/C＃程式設計師(新竹縣),34000,兆赫電子股份有限公司,800,不拘,C#、Java、MS SQL、Oracle,其他電信及通訊相關業,新竹,"(30000, 40000]",大型企業
10/25,【中台】Java開發工程師,40000,國泰世紀產物保險股份有限公司,2000,不拘,不拘,產物保險業,雙北,"(30000, 40000]",大型企業
10/02,JAVA程式設計師,40000,台灣富士軟片資訊股份有限公司,800,不拘,Shell、Python、MS SQL、Oracle,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/11,Java 軟體工程師,40000,宏康智慧股份有限公司,30,2年以上,Git、Java、JSP、Spring、MS SQL、MySQL、HTML、JavaScript、CSS、Excel、Outlook、Word,其他電信及通訊相關業,雙北,"(30000, 40000]",小型企業
10/10,軟體系統開發工程師(Java),30000,陽信電子商務股份有限公司,20,不拘,Git、Java、Spring、JavaScript、jQuery,數位內容產業,雙北,"(0, 30000]",小型企業
10/24,〔資訊〕java程式設計師/系統分析師(風險管理系統),40000,台新金控_台新國際商業銀行股份有限公司,10000,1年以上,Java、MS SQL、Oracle,銀行業,雙北,"(30000, 40000]",大型企業
10/25,【資深/一般】Java軟體工程師,40000,中華電信關係企業_神腦國際企業股份有限公司,2100,3年以上,JSP、Spring、MS SQL、MySQL、Oracle、PostgreSQL、Oracle ERP,電子通訊／電腦週邊零售業,雙北,"(30000, 40000]",大型企業
10/23,(資深) Java 軟體工程師 (Senior) Java Engineer [RD],58333,酷遊天股份有限公司,900,1年以上,Java,旅遊服務業,雙北,"(50000, 60000]",大型企業
10/23,Java程式設計師(林口),35000,全球集團_全球財務顧問有限公司,100,不拘,不拘,工商顧問服務業,雙北,"(30000, 40000]",中型企業
10/27,軟體開發工程師(Java),50000,澤喆數位科技股份有限公司,15,2年以上,Systems Analysis、UML、Github、MS SQL、Django,生化科技研發業,雙北,"(40000, 50000]",小型企業
10/19,【電商事業】Java Backend Engineer 後端工程師,50000,達磊科技有限公司,30,不拘,Linux、Java、Spring、JDBC、MySQL、JavaScript,消費性電子產品製造業,雙北,"(40000, 50000]",小型企業
10/11,【數位驅動】Java 開發工程師/Java Engineer(數數發中心，DDT),40000,國泰世華商業銀行股份有限公司_人力資源部,9000,3年以上,不拘,銀行業,雙北,"(30000, 40000]",大型企業
10/25,科技金融_專案系統分析師(個金開放平台JAVA),40000,中國信託商業銀行股份有限公司,25000,3年以上,Java、Spring、Oracle、VueJS,銀行業,雙北,"(30000, 40000]",大型企業
10/26,Java軟體工程師(台中),40000,網際威信股份有限公司,200,1年以上,Java、JSP、Spring、Struts、HTML、JavaScript、jQuery,電腦系統整合服務業,台中,"(30000, 40000]",中型企業
10/25,JAVA軟體工程師,40000,聖勝科技有限公司,70,1年以上,OOAD、OOP、Java、Spring、MySQL、Oracle、PL/SQL、Tomcat、EJB、J2EE、Junit,其它軟體及網路相關業,雙北,"(30000, 40000]",中型企業
10/23,Java程式設計師(三重),35000,全球集團_全球財務顧問有限公司,100,不拘,不拘,工商顧問服務業,雙北,"(30000, 40000]",中型企業
10/11,【資訊板塊】Java 開發工程師/Java Engineer(數數發中心，DDT)(台中),40000,國泰世華商業銀行股份有限公司_人力資源部,9000,3年以上,Java、Spring,銀行業,台中,"(30000, 40000]",大型企業
10/02,Java 軟體工程師,40000,經緯智慧科技股份有限公司,60,2年以上,Java、MS SQL、MySQL、Oracle、HTML、JavaScript,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/27,C-Java軟體工程師(台北/台中),34000,鼎新電腦股份有限公司,1800,1年以上,Java、Spring、MS SQL、MySQL、Oracle,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/23,Java程式開發工程師,35000,廣明光電股份有限公司_廣達關係企業,3500,不拘,不拘,光電產業,桃園,"(30000, 40000]",大型企業
10/26,Java軟體工程師,40000,網際威信股份有限公司,200,2年以上,Java、JSP、Spring、Struts、HTML、JavaScript、jQuery,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/11,"AM, Transformation Tech, Software Engineer, Associate (Java軟體工程師)",40000,摩根證券投資信託股份有限公司,260,3年以上,SDLC、Github、Jenkins、Git、Java、Python、Spring、JDBC、Oracle、J2EE,創投業,雙北,"(30000, 40000]",大型企業
10/13,java程式設計師,35000,智網通科技股份有限公司,27,不拘,AJAX、Java、HTML、J2EE、JavaScript、CSS,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/18,D4000 電商營運系統JAVA開發工程師,35000,富邦媒體科技股份有限公司(富邦momo),2900,1年以上,Java、Spring、Oracle、HTML、JavaScript,百貨相關業,雙北,"(30000, 40000]",大型企業
10/25,D4000 Java後端工程師【台中】,40000,富邦媒體科技股份有限公司(富邦momo),2900,3年以上,Java、Oracle、PostgreSQL,百貨相關業,雙北,"(30000, 40000]",大型企業
10/17,全端軟體工程師(Java) (系統開發課),42000,永信藥品工業股份有限公司,1250,1年以上,Java、JavaScript,藥品製造業,台中,"(40000, 50000]",大型企業
10/04,Principal Software Development Engineer（Back-End）- Go/Java/C#  首席後端工程師,133333,Zerologix_零輯台灣科技股份有限公司,50,其他,C#、Java、Go,其它軟體及網路相關業,雙北,"(100000, 200000]",小型企業
10/25,Java程式設計師(PG)-B170,40000,精誠資訊股份有限公司,4200,不拘,Servlets、AJAX、Java、JSP、MS SQL、Oracle、HTML、JavaScript、CSS、Angular,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
