職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點
10/25更新,資訊工程師,"月薪35,000~55,000元",寶元數控股份有限公司,300人,1年以上,ASP、Java、PHP、MySQL、HTML,電腦及其週邊設備製造業,台中
10/18更新,"[PM] 軟體產品經理 Software Product Manager / 線上面談","月薪50,000~130,000元",凱文科技服務有限公司,40人,2年以上,"Systems Analysis、Systems Analyst、UML、Java、Xmind、Sketch、Axure RP",電腦軟體服務業,雙北
10/18更新,資訊部副管理師(台北總公司),"月薪33,000~45,000元",南港輪胎股份有限公司,1100人,1年以上,"Java、MS SQL",橡膠製品製造業,雙北
10/02更新,"JAVA系統架構師/ SA",待遇面議,松凌科技股份有限公司,60人,2年以上,"Windows 2003、AJAX、Java、JSP、MS SQL、Tomcat、WebSphere、HTML、J2EE、JavaScript、Word",電腦軟體服務業,雙北
10/12更新,資訊分析專員【歡迎應屆畢業生】,"月薪34,000元以上",永三企業股份有限公司,400人,不拘,"Java、VBA、Access、MS SQL、MySQL、Oracle、JavaScript、Excel",百貨相關業,雙北
10/26更新,"Android App Engineer",待遇面議,瞬聯科技股份有限公司,100人,2年以上,Android、Java、Kotlin,其它軟體及網路相關業,雙北
10/26更新,[網通/Server]軟體高級工程師(大溪),待遇面議,Inventec_英業達股份有限公司,6000人,3年以上,C++、Java、Python、JavaScript,電腦及其週邊設備製造業,桃園
10/20更新,RPA軟體流程自動化工程師(IDS),待遇面議,宏燁資訊股份有限公司,150人,不拘,"ASP.NET、C#、Java、Python、MS SQL",電腦系統整合服務業,雙北
09/05更新,資深後端工程師【遠端】,待遇面議,數位無限軟體股份有限公司,22人,3年以上,OOP、Git、Java,電腦軟體服務業,雙北
10/22更新,"應材機台自動化工程師  ( 新竹 )","月薪50,000元以上",億力資訊股份有限公司,180人,2年以上,C、C#、C++,電腦軟體服務業,新竹
10/23更新,"MKN05 網頁設計專員【含全勤伙食32,000元起】","月薪32,000元以上",亞尼克菓子工房股份有限公司,420人,2年以上,"Java、Dreamweaver、HTML、CSS、Adobe Photoshop、Illustrator",食品什貨零售業,雙北
10/19更新,"全端工程師 Full-Stack Engineer",待遇面議,沁亞科技有限公司,暫不提供,5年以上,Android、iOS、Github、Git、C#、HTML、JavaScript、CSS、Sass、ReactJS、Angular,電腦軟體服務業,雙北
09/05更新,後端工程師【高雄】,"月薪33,000元以上",數位無限軟體股份有限公司,22人,不拘,OOP、Git、Java,電腦軟體服務業,高雄
10/25更新,資訊部經理,待遇面議,"GOOD TV好消息電視台_財團法人加百列福音傳播基金會",200人,10年以上,不拘,其他組織,雙北
10/18更新,軟體/韌體工程師,"月薪36,000元以上",連虹股份有限公司,150人,不拘,不拘,其他電子零組件相關業,台南
09/19更新,FPGA/ARM韌體研發工程師,待遇面議,伊士博國際商業股份有限公司,暫不提供,不拘,Linux、C、C++、Java、Python、ARM、FPGA、Verilog,半導體製造業,新竹
10/26更新,後端工程師,待遇面議,銓安智慧科技股份有限公司,40人,3年以上,JavaScript、Spring、Python,電腦軟體服務業,雙北
09/23更新,"IT- Applications Program Project Manager",待遇面議,DHL_洋基通運股份有限公司,1000人,6年以上,"Linux、Git、C#、Java、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS、Node.js、ReactJS、Angular",快遞服務業,雙北
10/25更新,Android應用軟體工程師,待遇面議,南京資訊股份有限公司,400人,2年以上,Android、C++、Java、Kotlin,電腦及其週邊設備製造業,雙北
10/17更新,"Senior Software Engineer, Backend Development",待遇面議,沛星互動科技股份有限公司,500人,5年以上,"C++、Java、Python、Go、MS SQL、AWS",多媒體相關業,雙北
10/13更新,"MLOps 維運工程師 (MLOps Engineer)",待遇面議,翱騰國際科技股份有限公司,100人,3年以上,Git、Python、MySQL、PostgreSQL,電腦系統整合服務業,雙北
10/18更新,軟體設計工程師,待遇面議,莎美娜實業股份有限公司,190人,3年以上,ASP.NET、C#、Java、Python,服飾品製造業,雙北
10/25更新,資訊助理,"月薪40,000元以上",金原投資有限公司,暫不提供,不拘,Excel、Outlook,其他投資理財相關業,雙北
10/04更新,"雲端客戶助理架構師 Google Cloud Architect Associate【Epic Cloud聚上雲-雲端服務處】",待遇面議,邁達特數位股份有限公司,639人,不拘,"Linux、Windows Server 2019、Jenkins、Git、Java、Python、MySQL、PostgreSQL、RDBMS、DNS、Firewall、HTTP、ssh、TCP/IP",電腦軟體服務業,雙北
09/26更新,"Android APP開發工程師(北區)",待遇面議,中偉科技股份有限公司,60人,不拘,Android、Java,通訊機械器材相關業,雙北
10/26更新,"IW- 美商Wifi晶片企業 Firmware Engineer (新竹)","月薪150,000~180,000元",新加坡商立可人事顧問有限公司台灣分公司,暫不提供,3年以上,Linux、C++、Java、Python、TCP/IP,人力仲介代徵,新竹
09/07更新,專案工程師,"月薪33,000~44,000元",國立成功大學_數位生活科技研發中心,暫不提供,不拘,Linux、C、C++、PHP、Python、MySQL、JavaScript,大專校院教育事業,台南
09/26更新,後端程序開發工程師,"月薪80,000~160,000元",頂峰技術服務有限公司,暫不提供,3年以上,Linux、Shell、MySQL、PostgreSQL、AWS,電腦軟體服務業,雙北
10/09更新,"Golang工程師 - 體育平台部（台北）",待遇面議,雷速網絡科技有限公司,120人,3年以上,C、C++、Java、Python、Go,數位內容產業,雙北
10/06更新,前端工程師,"月薪80,000元以上",耀山科技有限公司,暫不提供,不拘,不拘,藥品／化妝品及清潔用品批發業,雙北
10/27更新,後端工程師,"月薪51,000元以上",熱點自媒體有限公司,15人,1年以上,"Linux、Github、Git、C++、Java、PHP、Python、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS、HTTP、Illustrator",多媒體相關業,台中
10/04更新,"前端工程師(Front-End Engineer) (台中)",待遇面議,盛微先進科技股份有限公司,暫不提供,不拘,Github、Git、HTML、JavaScript、CSS、Node.js、ReactJS、HTTP,IC設計相關業,台中
10/24更新,"【日本上市遊戲公司】遊戲伺服器工程師 Server Engineer","年薪700,000元以上",曉數碼股份有限公司,180人,不拘,Linux、Shell、Github、Git、Java、Python、Ruby、Rails、Go、MySQL、PostgreSQL、AWS,電腦軟體服務業,雙北
10/17更新,軟體工程師,"月薪42,000~58,000元",華夏科技股份有限公司,40人,1年以上,Java、Spring、MySQL、Oracle、JavaScript、jQuery,電腦軟體服務業,雙北
10/12更新,PM專案經理,待遇面議,財團法人中華民國商品條碼策進會,60人,3年以上,"UML、Java、JSP、MySQL、Google Analytics",電腦軟體服務業,雙北
10/26更新,S-資訊專員(桃園新屋)★提供宿舍、交通車★,待遇面議,永豐餘工業用紙股份有限公司,1700人,2年以上,"ASP.NET、C#、Visual Studio .net、MS SQL、Oracle、JavaScript、jQuery",紙相關製造業,桃園
10/24更新,軟體工程師,"月薪38,000~55,000元",百國科技股份有限公司,30人,不拘,"Android、Delphi、Java、Visual Studio .net、SWIFT、MySQL",電腦系統整合服務業,高雄
10/27更新,軟體工程師(高雄),待遇面議,凌聚農業科技股份有限公司,40人,3年以上,"Git、ASP、ASP.NET、C#、Java、Visual Studio、MS SQL、JavaScript、jQuery、Excel、PowerPoint、Visio、Word",電腦軟體服務業,高雄
10/27更新,C-*流通產業*系統開發/維護工程師（台北/台中）,"月薪34,000~60,000元",鼎新電腦股份有限公司,1800人,不拘,C#、C++、Delphi、Java、Python、MySQL,電腦軟體服務業,台中
10/24更新,系統軟體工程師,"月薪38,000~60,000元",藍摩半導體股份有限公司,200人,1年以上,"Java、JSP、Spring、C#、CSS、Visual Basic .net、HTML、JavaScript",半導體製造業,雙北
10/11更新,遊戲伺服器開發助理工程師,"月薪35,000~48,000元",維亞娛樂股份有限公司,70人,不拘,Java、Ruby、Spring,電腦軟體服務業,高雄
10/24更新,集團MES系統開發維護工程師,"月薪30,000~60,000元",薩摩亞商志強國際企業股份有限公司台灣分公司,30000人,3年以上,"ASP.NET、C#、C++、Java、Visual Basic、MySQL、Oracle、PL/SQL、PostgreSQL、Web Master/Developer、MES",鞋類製造業,台中
10/23更新,應用軟體工程師-桃園南崁,待遇面議,鴻海精密工業股份有限公司,暫不提供,不拘,不拘,消費性電子產品製造業,桃園
10/25更新,MIS軟體開發工程師_南科(原和鑫光電更名),"月薪38,000~60,000元",精金科技股份有限公司,300人,不拘,ASP.NET、C#、Java、HTML、JavaScript、jQuery、CSS,光電產業,雙北
10/06更新,"Backend Engineer - NodeJS",待遇面議,iStaging愛實境_愛實境股份有限公司,60人,1年以上,Shell、Java、MySQL、Node.js,其它軟體及網路相關業,雙北
10/19更新,"韌體程式設計師 Junior/Senior Firmware Engineer",待遇面議,尚承科技股份有限公司,暫不提供,2年以上,MCU、C、Java、ARM,專門設計相關業,雙北
10/20更新,RA實驗室工程師,待遇面議,閎康科技股份有限公司,700人,1年以上,不拘,半導體製造業,新竹
10/27更新,資訊人員(軟體開發),待遇面議,采盟股份有限公司,暫不提供,3年以上,不拘,百貨相關業,雙北
10/13更新,C#程式設計人員,"月薪30,000~60,000元",智網通科技股份有限公司,27人,不拘,AJAX、ASP.NET、C#、SWIFT、JavaScript、jQuery,電腦軟體服務業,雙北
10/20更新,"技術工程類 - CIM自動化工程師 - 自動化系統開發【高雄】","月薪35,000~60,000元",日月光半導體製造股份有限公司,25000人,不拘,"C#、Java、MS SQL、JavaScript",半導體製造業,高雄
10/11更新,軟體助理工程師,"月薪30,000~40,000元",大億交通工業製造股份有限公司,870人,1年以上,ASP、ASP.NET、Java、Excel、Word,汽車及其零件製造業,台南
07/28更新,全端軟體開發工程師,"月薪60,000元以上",華能平方股份有限公司,暫不提供,3年以上,"Git、C#、Java、PHP、Spring、MS SQL、AWS、HTML、JavaScript、jQuery、CSS",電腦軟體服務業,雙北
10/22更新,C#軟體工程師(台南),"月薪50,000元以上",億力資訊股份有限公司,180人,不拘,Oracle、Python、C++、C#、WinForm,電腦軟體服務業,台南
10/20更新,"(RD/SW) 軟體設計研發工程師_2",待遇面議,英華達股份有限公司,21000人,不拘,Android、C、C#、C++、Java、Python、HTML、JavaScript,電信相關業,雙北
10/05更新,"App 工程師",待遇面議,精鏡傳媒股份有限公司,300人,不拘,不拘,雜誌╱期刊出版業,雙北
09/26更新,前端技術開發人員,待遇面議,祥美科技股份有限公司,10人,不拘,"Git、ASP、C++、Java、PHP、MySQL、HTML、JavaScript、Web Master/Developer、jQuery、CSS、Node.js、VueJS",其它軟體及網路相關業,雙北
10/25更新,軟體工程師/網站程式設計師,待遇面議,旺錩企業股份有限公司,22000人,2年以上,ASP.NET、C#、Java,鞋類製造業,台中
10/20更新,"牙科診所(小編/美工) - 試用期間~底薪+補貼 約46500元..","月薪37,000~46,500元",魔法牙醫診所,20人,1年以上,"Windows 2000、Windows 2003、Windows 98、Windows Vista、Windows XP、Windows Server 2008、Java、JSP、RPG、Excel、PowerPoint、中文打字50~75、英文打字20~50、3ds Max",診所,雙北
09/27更新,平面設計,"月薪30,000~50,000元","Adam Elements International Co., Ltd._亞果元素國際股份有限公司",50人,1年以上,"Mac OS、Java、Dreamweaver、HTML、jQuery、Excel、PowerPoint、Word、Adobe Photoshop、Illustrator、PhotoImpact",其他電信及通訊相關業,雙北
10/10更新,"FAE 技術支援工程師",待遇面議,銓安智慧科技股份有限公司,40人,3年以上,Linux、Git、ASP.NET、C#、C++、Java、MySQL,電腦軟體服務業,雙北
10/11更新,Android軟體工程師,待遇面議,天旭國際科技有限公司,暫不提供,1年以上,Android、Java、Kotlin、HTTP、Socket,網際網路相關業,雙北
10/12更新,軟體測試工程師,待遇面議,必礦科技股份有限公司,150人,1年以上,不拘,工商顧問服務業,雙北
10/10更新,MES總工程師(越南),待遇面議,香港商偉得國際有限公司台灣分公司,140000人,5年以上,"C#、Java、MS SQL、Oracle、JavaScript、MES、SAP",鞋類╱布類╱服飾品批發業,雙北
09/12更新,網頁程式設計師,"月薪30,000~40,000元",宇承電腦股份有限公司,暫不提供,不拘,ASP.NET、C#、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,雙北
10/16更新,JAVA開發,"月薪70,000~160,000元",松泉科技有限公司,40人,不拘,不拘,網際網路相關業,雙北
10/20更新,"Senior Full-stack Engineer 資深全端工程師","月薪50,000~80,000元",永康數碼科技有限公司,100人,3年以上,Java、JavaScript、Node.js、ReactNative、ReactJS,電腦軟體服務業,雙北
09/22更新,應用系統工程師,"年薪530,000~900,000元",富惟工業股份有限公司,380人,2年以上,不拘,汽車及其零件製造業,屏東
10/24更新,程式設計工程師,待遇面議,榮陳科技股份有限公司,40人,不拘,"AJAX、ASP、ASP.NET、Java、PHP、Visual Basic .net、Visual C#、Visual C++、Access、MS SQL、MySQL、ODBC、JavaScript",電腦系統整合服務業,彰化
10/25更新,"R3: 系統測試工程師-333",待遇面議,德律科技股份有限公司,950人,不拘,C++、Java、Python,電腦及其週邊設備製造業,雙北
10/18更新,"Software Technical Support Engineer (AE)",待遇面議,威盛電子股份有限公司,1000人,不拘,"Linux、Android、C、C++、Java、Python、Visual C++、Visual Studio",IC設計相關業,雙北
10/25更新,系統分析師/軟體設計工程師(營業系統),待遇面議,統一資訊股份有限公司,500人,2年以上,"Windows 2000、Windows NT、OOAD、UML、Java、PostgreSQL、Excel、Outlook、PowerPoint、Word",電腦系統整合服務業,雙北
10/11更新,SAP系統專案經理,待遇面議,撼訊科技股份有限公司,240人,4年以上,"Java、MS SQL、JavaScript、SAP",電腦及其週邊設備製造業,雙北
10/26更新,網頁全端工程師,待遇面議,恆續科技股份有限公司,11人,不拘,MySQL、HTML、JavaScript,檢測技術服務,雙北
10/25更新,"【2024研發替代役暨預聘-現正招募中】 後端開發工程師(竹南/台南)",待遇面議,群創光電股份有限公司,暫不提供,不拘,Git、C#、Java、Python,光電產業,台南
09/28更新,Internet程式工程師,"月薪40,000~60,000元",網軟股份有限公司,30人,1年以上,"ASP.NET、C#、MS SQL、HTML、JavaScript、jQuery、CSS",網際網路相關業,雙北
10/03更新,培訓講師(高雄),"月薪33,000~38,000元",資展國際股份有限公司,40人,1年以上,不拘,電腦軟體服務業,高雄
10/03更新,【遠雄集團-遠雄巨蛋】資訊系統設計專員,待遇面議,遠雄巨蛋事業股份有限公司,暫不提供,3年以上,不拘,休閒服務業,雙北
08/30更新,"Mid-level Backend Engineer (Business Architect) 軟體工程師",待遇面議,恩沛科技股份有限公司,暫不提供,3年以上,Linux、Jenkins、Git、Java、PHP、Python、Ruby、Rails、Go、MySQL、PostgreSQL、AWS、JavaScript、jQuery、Node.js、VueJS,電腦軟體服務業,雙北
